game_id,team_code,flavor,Starters,Basic Box Score Stats_MP,Basic Box Score Stats_FG,Basic Box Score Stats_FGA,Basic Box Score Stats_FG%,Basic Box Score Stats_3P,Basic Box Score Stats_3PA,Basic Box Score Stats_3P%,Basic Box Score Stats_FT,Basic Box Score Stats_FTA,Basic Box Score Stats_FT%,Basic Box Score Stats_ORB,Basic Box Score Stats_DRB,Basic Box Score Stats_TRB,Basic Box Score Stats_AST,Basic Box Score Stats_STL,Basic Box Score Stats_BLK,Basic Box Score Stats_TOV,Basic Box Score Stats_PF,Basic Box Score Stats_PTS,Basic Box Score Stats_GmSc,Basic Box Score Stats_+/-
202502200ATL,ATL,basic,Trae Young,36:50,13,28,.464,4,13,.308,8,10,.800,1,2,3,6,1,0,5,4,38,22.7,-7
202502200ATL,ATL,basic,Dyson Daniels,33:36,3,15,.200,0,3,.000,4,6,.667,3,8,11,4,3,0,0,2,10,9.4,-4
202502200ATL,ATL,basic,Onyeka Okongwu,29:38,4,8,.500,0,2,.000,3,4,.750,2,5,7,3,0,1,2,4,11,8.7,+1
202502200ATL,ATL,basic,Zaccharie Risacher,23:34,4,15,.267,3,5,.600,0,0,,5,7,12,1,1,1,1,1,11,8.7,+7
202502200ATL,ATL,basic,Mouhamed Gueye,14:38,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,1,0,3,2,1.1,-4
202502200ATL,ATL,basic,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
202502200ATL,ATL,basic,Caris LeVert,28:17,6,13,.462,0,3,.000,1,4,.250,0,4,4,0,2,0,0,4,13,6.7,-8
202502200ATL,ATL,basic,Georges Niang,26:23,2,6,.333,2,4,.500,2,2,1.000,0,6,6,2,0,0,0,4,8,6.2,-5
202502200ATL,ATL,basic,Terance Mann,21:43,3,5,.600,1,3,.333,0,0,,0,0,0,3,0,0,1,2,7,5.0,-6
202502200ATL,ATL,basic,Clint Capela,18:22,1,6,.167,0,0,,1,2,.500,3,1,4,1,0,1,0,1,3,2.2,-7
202502200ATL,ATL,basic,Dominick Barlow,6:59,2,2,1.000,1,1,1.000,0,0,,2,0,2,0,0,0,0,0,5,5.8,+3
202502200ATL,ATL,basic,Garrison Mathews,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
202502200ATL,ATL,basic,Keaton Wallace,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
202502200ATL,ATL,basic,Team Totals,240,39,100,.390,11,35,.314,19,28,.679,16,35,51,20,7,4,9,25,108,,
